ID,question,en_question,annotations,idks,country
Al-en-16-1,"At what age do kids start nursery in the UK? (Provide Arabic numerals (e.g., 12) only.)","At what age do kids start preschool in UK? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '3'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-16-2,"At what age do kids start nursery in the UK? (Provide Arabic numerals (e.g., 12) only.)","At what age do kids start preschool in UK? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '3'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-16-3,"At what age do kids start nursery in the UK? (Provide Arabic numerals (e.g., 12) only.)","At what age do kids start preschool in UK? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '3'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-16-4,"At what age do kids start nursery in the UK? (Provide Arabic numerals (e.g., 12) only.)","At what age do kids start preschool in UK? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '3'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-16-5,"At what age do kids start nursery in the UK? (Provide Arabic numerals (e.g., 12) only.)","At what age do kids start preschool in UK? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '2'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-16-6,"At what age do kids start nursery in the UK? (Provide Arabic numerals (e.g., 12) only.)","At what age do kids start preschool in UK? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '2'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-16-7,"At what age do kids start nursery in the UK? (Provide Arabic numerals (e.g., 12) only.)","At what age do kids start preschool in UK? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '2'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-16-8,"At what age do kids start nursery in the UK? (Provide Arabic numerals (e.g., 12) only.)","At what age do kids start preschool in UK? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '1'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-as-89-1,What traditional festival accessories do people from the US wear?,What traditional festival accessories do people from US wear?,{'en_answer': 'fourth of july clothes'},"{'no-answer': 2, 'not-applicable': 2, 'idk': 1}",US
New-as-89-2,What traditional festival accessories do people from the US wear?,What traditional festival accessories do people from US wear?,{'en_answer': 'christmas decor'},"{'no-answer': 2, 'not-applicable': 2, 'idk': 1}",US
New-as-89-3,What traditional festival accessories do people from the US wear?,What traditional festival accessories do people from US wear?,{'en_answer': 'xmas decorations'},"{'no-answer': 2, 'not-applicable': 2, 'idk': 1}",US
New-as-89-4,What traditional festival accessories do people from the US wear?,What traditional festival accessories do people from US wear?,{'en_answer': 'halloween outfits'},"{'no-answer': 2, 'not-applicable': 2, 'idk': 1}",US
Gu-ch-32-1,در کشور شما مدت زمان آموزش اجباری به سال چقدر است؟ (فقط از اعداد استفاده کنید),"What is the duration of compulsory education in years in Iran? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '8'},"{'no-answer': 1, 'idk': 1, 'not-applicable': 0}",IR
Gu-ch-32-2,در کشور شما مدت زمان آموزش اجباری به سال چقدر است؟ (فقط از اعداد استفاده کنید),"What is the duration of compulsory education in years in Iran? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '9'},"{'no-answer': 1, 'idk': 1, 'not-applicable': 0}",IR
Gu-ch-32-3,در کشور شما مدت زمان آموزش اجباری به سال چقدر است؟ (فقط از اعداد استفاده کنید),"What is the duration of compulsory education in years in Iran? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '2'},"{'no-answer': 1, 'idk': 1, 'not-applicable': 0}",IR
Gu-ch-32-4,در کشور شما مدت زمان آموزش اجباری به سال چقدر است؟ (فقط از اعداد استفاده کنید),"What is the duration of compulsory education in years in Iran? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '12'},"{'no-answer': 1, 'idk': 1, 'not-applicable': 0}",IR
New-su-57-1,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'chicken'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-2,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'chicken'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-3,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'chicken'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-4,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'cows'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-5,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'cows'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-6,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'cows'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-7,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'cow'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-8,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'cow'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-9,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'cow'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-10,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'cattle'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-11,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'cattle'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-12,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'cattle'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-13,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'pigs'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-14,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'pigs'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-15,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'pig'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-16,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'pig'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-su-57-17,What is the most common livestock raised in the US?,What is the most common livestock raised in US?,{'en_answer': 'chickens'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-1,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'american football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-2,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'american football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-3,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'american football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-4,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'american football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-5,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'american football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-6,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-7,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-8,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-9,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-10,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-11,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'baseball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-12,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'baseball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-13,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'baseball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-14,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'baseball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-15,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'basketball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-16,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'basketball'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-17,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'soccer'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-pe-16-18,What is the most famous traditional sport in the US?,What is the most famous traditional sport in US?,{'en_answer': 'International Football'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Sa-en-31-1,What is the UK's most popular family pet?,What is UK's most popular family pet?,{'en_answer': 'dog'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Sa-en-31-2,What is the UK's most popular family pet?,What is UK's most popular family pet?,{'en_answer': 'dog'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Sa-en-31-3,What is the UK's most popular family pet?,What is UK's most popular family pet?,{'en_answer': 'dog'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Sa-en-31-4,What is the UK's most popular family pet?,What is UK's most popular family pet?,{'en_answer': 'dog'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Sa-en-31-5,What is the UK's most popular family pet?,What is UK's most popular family pet?,{'en_answer': 'dog'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Sa-en-31-6,What is the UK's most popular family pet?,What is UK's most popular family pet?,{'en_answer': 'cat'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Sa-en-31-7,What is the UK's most popular family pet?,What is UK's most popular family pet?,{'en_answer': 'cat'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Sa-en-31-8,What is the UK's most popular family pet?,What is UK's most popular family pet?,{'en_answer': 'cat'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Th-en-44-1,What is the UK's most popular food for family meals on weekends?,What is UK's most popular food for family meals on weekends?,{'en_answer': 'Sunday roast'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Th-en-44-2,What is the UK's most popular food for family meals on weekends?,What is UK's most popular food for family meals on weekends?,{'en_answer': 'Sunday roast'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Th-en-44-3,What is the UK's most popular food for family meals on weekends?,What is UK's most popular food for family meals on weekends?,{'en_answer': 'roast dinner'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Th-en-44-4,What is the UK's most popular food for family meals on weekends?,What is UK's most popular food for family meals on weekends?,{'en_answer': 'roast dinner'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Th-en-44-5,What is the UK's most popular food for family meals on weekends?,What is UK's most popular food for family meals on weekends?,{'en_answer': 'Roast dinner'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Th-en-44-6,What is the UK's most popular food for family meals on weekends?,What is UK's most popular food for family meals on weekends?,{'en_answer': 'sunday roast'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Th-en-44-7,What is the UK's most popular food for family meals on weekends?,What is UK's most popular food for family meals on weekends?,{'en_answer': 'fish & chips'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Th-en-44-8,What is the UK's most popular food for family meals on weekends?,What is UK's most popular food for family meals on weekends?,{'en_answer': 'fish and chips'},"{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
Th-en-22-1,中国最灾难性的经济时期是哪一个？,What was the most catastrophic economic period for China?,{'en_answer': '2008'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-22-2,中国最灾难性的经济时期是哪一个？,What was the most catastrophic economic period for China?,{'en_answer': '2008'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-22-3,中国最灾难性的经济时期是哪一个？,What was the most catastrophic economic period for China?,{'en_answer': 'three years of difficulty'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-22-4,中国最灾难性的经济时期是哪一个？,What was the most catastrophic economic period for China?,{'en_answer': 'three years of economic difficulties'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-22-5,中国最灾难性的经济时期是哪一个？,What was the most catastrophic economic period for China?,{'en_answer': '2007'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Th-en-22-6,中国最灾难性的经济时期是哪一个？,What was the most catastrophic economic period for China?,{'en_answer': '1953 famine'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-70-1,What compulsory courses do university students have in common in the UK?,What compulsory courses do university students have in common in UK?,{'en_answer': 'none'},"{'idk': 2, 'not-applicable': 1, 'no-answer': 1}",GB
Sa-en-13-1,What is the food that is most divisive (either love or hate) in the US?,What is the food that is most divisive (either love or hate) in US?,{'en_answer': 'meat'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Sa-en-13-2,What is the food that is most divisive (either love or hate) in the US?,What is the food that is most divisive (either love or hate) in US?,{'en_answer': 'meat'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Sa-en-13-3,What is the food that is most divisive (either love or hate) in the US?,What is the food that is most divisive (either love or hate) in US?,{'en_answer': 'barbeque'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Sa-en-13-4,What is the food that is most divisive (either love or hate) in the US?,What is the food that is most divisive (either love or hate) in US?,{'en_answer': 'bbq'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Sa-en-13-5,What is the food that is most divisive (either love or hate) in the US?,What is the food that is most divisive (either love or hate) in US?,{'en_answer': 'steak'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Sa-en-13-6,What is the food that is most divisive (either love or hate) in the US?,What is the food that is most divisive (either love or hate) in US?,{'en_answer': 'candy'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Sa-en-13-7,What is the food that is most divisive (either love or hate) in the US?,What is the food that is most divisive (either love or hate) in US?,{'en_answer': 'anchovies'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Th-en-37-1,در کشور شما در چه سنی فرزندان  معمولاً از والدین خود مستقل می‌شوند؟ (فقط اعداد را وارد کنید.),"At what age do children typically become independent from their parents in Iran? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '24'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Th-en-37-2,در کشور شما در چه سنی فرزندان  معمولاً از والدین خود مستقل می‌شوند؟ (فقط اعداد را وارد کنید.),"At what age do children typically become independent from their parents in Iran? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '25'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Th-en-37-3,در کشور شما در چه سنی فرزندان  معمولاً از والدین خود مستقل می‌شوند؟ (فقط اعداد را وارد کنید.),"At what age do children typically become independent from their parents in Iran? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '30'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Th-en-37-4,در کشور شما در چه سنی فرزندان  معمولاً از والدین خود مستقل می‌شوند؟ (فقط اعداد را وارد کنید.),"At what age do children typically become independent from their parents in Iran? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '27'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Th-en-37-5,در کشور شما در چه سنی فرزندان  معمولاً از والدین خود مستقل می‌شوند؟ (فقط اعداد را وارد کنید.),"At what age do children typically become independent from their parents in Iran? (Provide Arabic numerals (e.g., 12) only.)",{'en_answer': '40'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-ko-09-1,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'dine together'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-2,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'dine together'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-3,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'dine together'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-4,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'gathering meal'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-5,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'gathering meal'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-6,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'gathering meal'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-7,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'eating together'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-8,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'eating together'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-9,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'eating together'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-10,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'travel'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-11,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'travel'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-12,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'tourism'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-13,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'tourism'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-14,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'karaoke'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ko-09-15,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,{'en_answer': 'ktv'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-1,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'shaolin temple'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-2,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'shaolin temple'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-3,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'shaolin temple'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-4,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'wudang mountains'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-5,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'mount wutai'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-6,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'temple of heaven'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-7,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'blagoveshchensk'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-8,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'lingyin temple'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-9,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'yonghe temple'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11-10,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",{'en_answer': 'putuo temple'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ne-ar-31-1,What is the most famous dish in the US?,What is the most famous dish in US?,{'en_answer': 'hamburger'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ne-ar-31-2,What is the most famous dish in the US?,What is the most famous dish in US?,{'en_answer': 'hamburger'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ne-ar-31-3,What is the most famous dish in the US?,What is the most famous dish in US?,{'en_answer': 'hamburger'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ne-ar-31-4,What is the most famous dish in the US?,What is the most famous dish in US?,{'en_answer': 'hamburgers'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ne-ar-31-5,What is the most famous dish in the US?,What is the most famous dish in US?,{'en_answer': 'hamburgers'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ne-ar-31-6,What is the most famous dish in the US?,What is the most famous dish in US?,{'en_answer': 'hamburgers'},"{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
