ID,question,en_question,annotations,idks,country
Sa-en-13,What is the food that is most divisive (either love or hate) in the US?,What is the food that is most divisive (either love or hate) in US?,"[{'answers': ['meat'], 'en_answers': ['meat'], 'count': 2}, {'answers': ['barbeque', 'bbq'], 'en_answers': ['barbeque', 'bbq'], 'count': 1}, {'answers': ['steak'], 'en_answers': ['steak'], 'count': 1}, {'answers': ['candy'], 'en_answers': ['candy'], 'count': 1}, {'answers': ['anchovies'], 'en_answers': ['anchovies'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Th-en-37,در کشور شما در چه سنی فرزندان  معمولاً از والدین خود مستقل می‌شوند؟ (فقط اعداد را وارد کنید.),"At what age do children typically become independent from their parents in Iran? (Provide Arabic numerals (e.g., 12) only.)","[{'answers': ['24'], 'en_answers': ['24'], 'count': 1}, {'answers': ['25'], 'en_answers': ['25'], 'count': 1}, {'answers': ['30'], 'en_answers': ['30'], 'count': 1}, {'answers': ['27'], 'en_answers': ['27'], 'count': 1}, {'answers': ['40'], 'en_answers': ['40'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-ko-09,在中国的公司中，最常进行的团队建设活动有哪些？,What are the most frequently practiced team-building activities in companies based in China?,"[{'answers': ['吃饭聚餐', '聚餐'], 'en_answers': ['dine together', 'gathering meal', 'eating together'], 'count': 3}, {'answers': ['旅游'], 'en_answers': ['travel', 'tourism'], 'count': 2}, {'answers': ['ktv'], 'en_answers': ['karaoke', 'ktv'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-11,在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?","[{'answers': ['少林寺'], 'en_answers': ['shaolin temple'], 'count': 3}, {'answers': ['武当山'], 'en_answers': ['wudang mountains'], 'count': 1}, {'answers': ['五台山'], 'en_answers': ['mount wutai'], 'count': 1}, {'answers': ['天坛'], 'en_answers': ['temple of heaven'], 'count': 1}, {'answers': ['布拉达宫'], 'en_answers': ['blagoveshchensk'], 'count': 1}, {'answers': ['灵隐寺'], 'en_answers': ['lingyin temple'], 'count': 1}, {'answers': ['雍和宫'], 'en_answers': ['yonghe temple'], 'count': 1}, {'answers': ['普陀寺'], 'en_answers': ['putuo temple'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ne-ar-31,What is the most famous dish in the US?,What is the most famous dish in US?,"[{'answers': ['hamburger', 'hamburgers'], 'en_answers': ['hamburger', 'hamburgers'], 'count': 3}, {'answers': ['pizza'], 'en_answers': ['pizza'], 'count': 2}, {'answers': ['hotdog', 'hot dogs'], 'en_answers': ['hotdog', 'hot dogs'], 'count': 2}, {'answers': ['tacos'], 'en_answers': ['tacos'], 'count': 1}, {'answers': ['steak'], 'en_answers': ['steak'], 'count': 1}, {'answers': ['fried chicken'], 'en_answers': ['fried chicken'], 'count': 1}, {'answers': ['turkey'], 'en_answers': ['turkey'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-am-72,محبوب‌ترین کتاب کمیک برای خواندن کودکان در ایران چیست؟,What is the most popular comic book for children to read in Iran?,"[{'answers': ['تن تن'], 'en_answers': ['tintin'], 'count': 2}, {'answers': ['من و بابام'], 'en_answers': ['me and my dad'], 'count': 1}]","{'idk': 4, 'no-answer': 2, 'not-applicable': 0}",IR
Ne-ar-20,چه شغلی درایران به عنوان شغلی امن در نظر گرفته می‌شود؟,What is considered to be a secure job in Iran?,"[{'answers': ['کارمند دولتی', 'مشاغل دولتی', 'کارمند دولت'], 'en_answers': ['government employee', 'govermental jobs'], 'count': 4}, {'answers': ['پزشکی', 'پزشكي'], 'en_answers': ['medical'], 'count': 2}, {'answers': ['معلمی'], 'en_answers': ['teaching'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Ki-pe-24,درایران به جز انگلیسی، چه زبان‌هایی در مدارس تدریس داده می‌شود؟,What language is taught in schools in Iran besides English?,"[{'answers': ['عربی'], 'en_answers': ['arabic'], 'count': 4}, {'answers': ['انگلیسی'], 'en_answers': ['english'], 'count': 1}, {'answers': ['فرانسه'], 'en_answers': ['france'], 'count': 1}, {'answers': ['آلمانی'], 'en_answers': ['german'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Jo-sp-39,در کشور شما تحصیلات ابتدایی از چه سنی شروع می‌شود؟ (فقط به اعداد پاسخ دهید.),"At what age does elementary education begin in Iran? (Provide in Arabic numerals (e.g., 7, 8) only.)","[{'answers': ['6'], 'en_answers': ['6'], 'count': 3}, {'answers': ['7'], 'en_answers': ['7'], 'count': 2}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Ca-sp-38,درایران معمولاً چه نوع خانه‌ای برای یک خانواده معمول است؟,Which is the typical type of house for a family in Iran?,"[{'answers': ['آپارتمان', 'واحد آپارتمان', 'اپارتمانی'], 'en_answers': ['apartment', 'apartment flat'], 'count': 5}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-su-21,在中国的公园里，老年人通常都做些什么活动？,What are the common activities that seniors usually do in parks in China?,"[{'answers': ['太极拳', '太极'], 'en_answers': ['tai chi'], 'count': 3}, {'answers': ['下象棋'], 'en_answers': ['play chess'], 'count': 1}, {'answers': ['广场舞'], 'en_answers': ['square dance'], 'count': 1}, {'answers': ['散步'], 'en_answers': ['walk'], 'count': 1}, {'answers': ['公园的健身器材'], 'en_answers': [""park's fitness equipment""], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Kik-in-24,چه کربوهیدراتی معمولاً همراه با مرغ در رستوران‌های فست‌فود درایران سرو می‌شود؟,What carbohydrate is usually served with chicken in a fast-food restaurant in Iran?,"[{'answers': ['نان'], 'en_answers': ['bread'], 'count': 3}, {'answers': ['سیب زمینی'], 'en_answers': ['potato'], 'count': 2}, {'answers': ['سیب زمینی سرخ شده', 'سیب زمینی سرخ کرده'], 'en_answers': ['fried potatoes'], 'count': 2}, {'answers': ['برنج'], 'en_answers': ['rice'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-en-75,"What is the average length of a semester in terms of weeks of teaching at universities in the UK? (Provide Arabic numerals (e.g., 1) only.)","What is the average length of a semester in terms of weeks of teaching at universities in UK? (Provide Arabic numerals (e.g., 1) only.)","[{'answers': ['12'], 'en_answers': ['12'], 'count': 3}, {'answers': ['10'], 'en_answers': ['10'], 'count': 1}, {'answers': ['9'], 'en_answers': ['9'], 'count': 1}]","{'idk': 2, 'no-answer': 0, 'not-applicable': 0}",GB
Nu-in-05,In which month does the new school year typically begin in the UK? (Provide Arabic numerals (1~12) only.),In which month does the new school year typically begin in UK? (Provide Arabic numerals (1~12) only.),"[{'answers': ['9'], 'en_answers': ['9'], 'count': 5}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-ch-27,Who is the most famous boxer in the US?,Who is the most famous boxer in US?,"[{'answers': ['muhammad ali', 'Muhammad Ali'], 'en_answers': ['muhammad ali', 'Muhammad Ali'], 'count': 4}, {'answers': ['Mayweather', 'floyd mayweather'], 'en_answers': ['Mayweather', 'floyd mayweather'], 'count': 2}, {'answers': ['mike tyson'], 'en_answers': ['mike tyson'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jo-sp-01,中国第二大流行的运动是什么？,What is the second most popular sport in China?,"[{'answers': ['篮球'], 'en_answers': ['basketball'], 'count': 3}, {'answers': ['足球'], 'en_answers': ['soccer', 'football'], 'count': 2}]","{'idk': 1, 'no-answer': 0, 'not-applicable': 0}",CN
New-am-34,在中国，大多数小学生在哪里复习准备他们的考试？,Where do most elementary school students prepare for their exams in China?,"[{'answers': ['家', '家里'], 'en_answers': ['home'], 'count': 4}, {'answers': ['补习班', '培训班'], 'en_answers': ['tutoring class', 'cram school', 'training class'], 'count': 2}, {'answers': ['学校'], 'en_answers': ['school'], 'count': 1}, {'answers': ['图书馆'], 'en_answers': ['library'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ki-pe-43,نام نان محبوب درایران چیست؟,What is the name of the popular bread in Iran?,"[{'answers': ['سنگک'], 'en_answers': ['sangak'], 'count': 5}, {'answers': ['بربری'], 'en_answers': ['barbari'], 'count': 5}, {'answers': ['تافتون'], 'en_answers': ['taftoon'], 'count': 2}, {'answers': ['لواش'], 'en_answers': ['lavash'], 'count': 2}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Na-ko-25,What are the typical sports played at the UK's school sports day?,What are the typical sports played in UK's school sports day?,"[{'answers': ['running'], 'en_answers': ['running'], 'count': 2}, {'answers': ['sack race'], 'en_answers': ['sack race'], 'count': 2}, {'answers': ['soccer', 'football'], 'en_answers': ['soccer', 'football'], 'count': 1}, {'answers': ['netball'], 'en_answers': ['netball'], 'count': 1}, {'answers': ['hockey'], 'en_answers': ['hockey'], 'count': 1}, {'answers': ['jumping'], 'en_answers': ['jumping'], 'count': 1}, {'answers': ['egg and spoon race'], 'en_answers': ['egg and spoon race'], 'count': 1}, {'answers': ['obstacle race'], 'en_answers': ['obstacle race'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
New-en-59,对于中国家庭来说，哪个国家是最热门的移民目的地？,Which country is the most popular destination for families from China to emigrate to?,"[{'answers': ['加拿大'], 'en_answers': ['canada'], 'count': 4}, {'answers': ['美国'], 'en_answers': ['america', 'us', 'united states', 'usa'], 'count': 4}, {'answers': ['澳大利亚'], 'en_answers': ['australia'], 'count': 3}, {'answers': ['英国'], 'en_answers': ['uk', 'united kingdom'], 'count': 2}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
Ne-ar-26,What is the most famous public corporation in the US?,What is the most famous public corporation in US?,"[{'answers': ['microsoft'], 'en_answers': ['microsoft'], 'count': 2}, {'answers': ['google'], 'en_answers': ['google'], 'count': 2}, {'answers': [""McDonald's""], 'en_answers': [""McDonald's""], 'count': 1}, {'answers': ['nike'], 'en_answers': ['nike'], 'count': 1}, {'answers': ['amazon'], 'en_answers': ['amazon'], 'count': 1}, {'answers': ['apple'], 'en_answers': ['apple'], 'count': 1}, {'answers': ['target'], 'en_answers': ['target'], 'count': 1}, {'answers': ['ge', 'General Electric'], 'en_answers': ['ge', 'General Electric'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ji-ko-45,What do people look forward to the most at university festivals in the UK?,What do people look forward to the most at university festivals in UK?,"[{'answers': ['alcohol', 'drinking'], 'en_answers': ['alcohol', 'drinking'], 'count': 2}, {'answers': ['pub crawl'], 'en_answers': ['pub crawl'], 'count': 1}, {'answers': ['music'], 'en_answers': ['music'], 'count': 1}, {'answers': ['find a hook up', 'sexual encounter'], 'en_answers': ['find a hook up', 'sexual encounter'], 'count': 1}, {'answers': ['drugs'], 'en_answers': ['drugs'], 'count': 1}, {'answers': ['beer'], 'en_answers': ['beer'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
New-pe-74,در ایران میانگین شهریه سالانه دانشگاه‌ های دولتی چقدر است؟,How much is the average annual tuition fee for public universities in Iran?,"[{'answers': ['رایگان', '0'], 'en_answers': ['free', '0'], 'count': 4}, {'answers': ['3 میلیون'], 'en_answers': ['3 million'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Sa-en-1,محبوب‌ترین زنجیره رستوران‌های فست فود درایران کدام است؟,What is Iran's most popular fast food chain?,"[{'answers': ['هایدا'], 'en_answers': ['hyda'], 'count': 2}, {'answers': ['خاته کنتاکی'], 'en_answers': ['kentucky house'], 'count': 1}, {'answers': ['پیتزا پیتزا'], 'en_answers': ['pizza pizza'], 'count': 1}]","{'idk': 3, 'not-applicable': 2, 'no-answer': 0}",IR
Ta-pe-10,"At what age do men usually get married in the UK? (Provide Arabic numerals (e.g., 20) only.)","At what age do men usually get married in UK? (Provide Arabic numerals (e.g., 20) only.)","[{'answers': ['30'], 'en_answers': ['30'], 'count': 2}, {'answers': ['27'], 'en_answers': ['27'], 'count': 2}, {'answers': ['25'], 'en_answers': ['25'], 'count': 1}, {'answers': ['28'], 'en_answers': ['28'], 'count': 1}]","{'idk': 1, 'no-answer': 1, 'not-applicable': 0}",GB
New-en-76,در ایران  کدام فرودگاه در طول فصل تعطیلات شلوغ‌ ترین است؟,Which airport in Iran is the busiest during the holiday season?,"[{'answers': ['فرودگاه امام خمینی', 'امام خمینی'], 'en_answers': ['imam khomeini airport', 'imam khomeini'], 'count': 5}, {'answers': ['مهرآباد'], 'en_answers': ['mehrabad'], 'count': 2}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Gu-ch-33,"From which age do students start learning their second language in the UK? (Provide Arabic numerals (e.g., 12) only.)","From which age do students start learning their second language in UK? (Provide Arabic numerals (e.g., 12) only.)","[{'answers': ['11'], 'en_answers': ['11'], 'count': 1}, {'answers': ['7'], 'en_answers': ['7'], 'count': 1}, {'answers': ['8'], 'en_answers': ['8'], 'count': 1}, {'answers': ['10'], 'en_answers': ['10'], 'count': 1}, {'answers': ['12'], 'en_answers': ['12'], 'count': 1}, {'answers': ['5'], 'en_answers': ['5'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-02,یک غذای محبوب برای خوردن با آبجو درایران چیست؟,What is a popular food to go with beer in Iran?,[],"{'not-applicable': 4, 'no-answer': 1, 'idk': 0}",IR
Kik-in-07,What is usually shared to the children during (Lunar) New Year in the US?,What is usually shared to the children during (Lunar) New Year in US?,"[{'answers': ['cash'], 'en_answers': ['cash'], 'count': 1}]","{'not-applicable': 3, 'no-answer': 1, 'idk': 0}",US
Na-ko-25,What are the typical sports played in the US's school sports day?,What are the typical sports played in US's school sports day?,"[{'answers': ['baseball'], 'en_answers': ['baseball'], 'count': 4}, {'answers': ['soccer', 'International Football'], 'en_answers': ['soccer', 'International Football'], 'count': 3}, {'answers': ['american football', 'football'], 'en_answers': ['american football', 'football'], 'count': 3}, {'answers': ['basketball'], 'en_answers': ['basketball'], 'count': 2}, {'answers': ['dodge ball'], 'en_answers': ['dodge ball'], 'count': 1}, {'answers': ['tag'], 'en_answers': ['tag'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-am-41,"In the UK, at which grade level do students take their first national-level examination?","In UK, at which grade level do students take their first national-level examination?","[{'answers': ['year 11', '11'], 'en_answers': ['year 11', '11'], 'count': 2}, {'answers': ['year 6'], 'en_answers': ['year 6'], 'count': 1}]","{""We didn't have grades when I was at school - it was age - therefore 16"": 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Jod-ch-38,What sports do men like to watch the most in the UK?,What sports do men like to watch the most in UK?,"[{'answers': ['soccer', 'football'], 'en_answers': ['soccer', 'football'], 'count': 5}, {'answers': ['cricket'], 'en_answers': ['cricket'], 'count': 2}, {'answers': ['rugby'], 'en_answers': ['rugby'], 'count': 2}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Th-en-27,What is the most important industry in the US?,What is the most important industry in US?,"[{'answers': ['tech', 'technology'], 'en_answers': ['tech', 'technology'], 'count': 3}, {'answers': ['retail'], 'en_answers': ['retail'], 'count': 1}, {'answers': ['agriculture', 'farming'], 'en_answers': ['agriculture', 'farming'], 'count': 1}, {'answers': ['steel'], 'en_answers': ['steel'], 'count': 1}, {'answers': ['automobiles', 'cars'], 'en_answers': ['automobiles', 'cars'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
New-am-74,中国最受欢迎的脱口秀节目是哪一个？,What is the most popular talk show in China?,"[{'answers': ['脱口秀大会'], 'en_answers': ['rock & roast'], 'count': 4}, {'answers': ['金星秀'], 'en_answers': ['the jinxing show'], 'count': 2}, {'answers': ['吐槽大会'], 'en_answers': ['roast!'], 'count': 1}, {'answers': ['天天向上'], 'en_answers': ['day day up'], 'count': 1}]","{'idk': 2, 'no-answer': 0, 'not-applicable': 0}",CN
Tmp-ar-04,What do elementary students in the US usually do after school?,What do elementary students in US usually do after school?,"[{'answers': ['homework'], 'en_answers': ['homework'], 'count': 3}, {'answers': ['sports'], 'en_answers': ['sports'], 'count': 3}, {'answers': ['video games', 'play video games'], 'en_answers': ['video games', 'play video games'], 'count': 2}, {'answers': ['afterschool programs', 'extracurricular activities', 'after school program'], 'en_answers': ['afterschool programs', 'extracurricular activities', 'after school program'], 'count': 2}, {'answers': ['family time'], 'en_answers': ['family time'], 'count': 1}, {'answers': ['screen time'], 'en_answers': ['screen time'], 'count': 1}, {'answers': ['play'], 'en_answers': ['play'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Na-ko-22,Which country is considered the biggest rival in football matches for the UK?,Which country is considered the biggest rival in soccer matches for UK?,"[{'answers': ['spain'], 'en_answers': ['spain'], 'count': 2}, {'answers': ['france'], 'en_answers': ['france'], 'count': 2}, {'answers': ['germany'], 'en_answers': ['germany'], 'count': 1}, {'answers': ['america', 'U.S.', 'USA', 'united states', 'north america'], 'en_answers': ['america', 'U.S.', 'USA', 'united states', 'north america'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
New-ch-45,Which industries do young people typically choose to start businesses in the US?,Which industries do young people typically choose to start businesses in US?,"[{'answers': ['clothes', 'clothing'], 'en_answers': ['clothes', 'clothing'], 'count': 1}, {'answers': ['food'], 'en_answers': ['food'], 'count': 1}, {'answers': ['digital marketing'], 'en_answers': ['digital marketing'], 'count': 1}, {'answers': ['medicine', 'doctor'], 'en_answers': ['medicine', 'doctor'], 'count': 1}, {'answers': ['buisness'], 'en_answers': ['buisness'], 'count': 1}, {'answers': ['economics'], 'en_answers': ['economics'], 'count': 1}, {'answers': ['sales'], 'en_answers': ['sales'], 'count': 1}, {'answers': ['tech', 'technology'], 'en_answers': ['tech', 'technology'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Jo-sp-09,What sports are most associated with the upper class in the US?,What sports are most associated with the upper class in US?,"[{'answers': ['golf'], 'en_answers': ['golf'], 'count': 3}, {'answers': ['polo'], 'en_answers': ['polo'], 'count': 1}, {'answers': ['formula one', 'F1'], 'en_answers': ['formula one', 'F1'], 'count': 1}, {'answers': ['American Football', 'football'], 'en_answers': ['American Football', 'football'], 'count': 1}, {'answers': ['tennis'], 'en_answers': ['tennis'], 'count': 1}, {'answers': ['skiing'], 'en_answers': ['skiing'], 'count': 1}, {'answers': ['lacrosse', 'lax'], 'en_answers': ['lacrosse', 'lax'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",US
Ji-ko-03,کدام منطقه/شهر بیشترین تعداد شرکت‌های مالی را درایران دارد؟,Which region/city has the highest number of financial companies in Iran?,"[{'answers': ['تهران'], 'en_answers': ['tehran'], 'count': 3}, {'answers': ['اصفهان'], 'en_answers': ['isfahan'], 'count': 2}, {'answers': ['جنوب'], 'en_answers': ['south'], 'count': 1}, {'answers': ['کرج'], 'en_answers': ['karaj'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
Al-en-39,What do people eat on their birthday in the UK?,What do people eat on their birthday in UK?,"[{'answers': ['cake', 'birthday cake'], 'en_answers': ['cake', 'birthday cake'], 'count': 4}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
New-su-83,What food is usually served at weddings in the UK?,What food is usually served at weddings in UK?,"[{'answers': ['cake'], 'en_answers': ['cake'], 'count': 3}, {'answers': ['wedding breakfast'], 'en_answers': ['wedding breakfast'], 'count': 1}, {'answers': ['buffet'], 'en_answers': ['buffet'], 'count': 1}, {'answers': ['beef'], 'en_answers': ['beef'], 'count': 1}, {'answers': ['chicken'], 'en_answers': ['chicken'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",GB
New-gr-82,在中国，老年人群中最受欢迎的音乐类型是什么？,What is the most popular music genre among the elderly population in China?,"[{'answers': ['民歌', '民族歌曲'], 'en_answers': ['folk song'], 'count': 2}, {'answers': ['口水歌', '流行歌曲'], 'en_answers': ['pop song', 'pop songs'], 'count': 2}, {'answers': ['凤凰传奇的歌'], 'en_answers': [""phoenix legend's song""], 'count': 1}, {'answers': ['广场舞的曲子'], 'en_answers': ['square dance song', 'square dance tune'], 'count': 1}, {'answers': ['舒缓放松的经典音乐'], 'en_answers': ['soothing and relaxing classical music'], 'count': 1}, {'answers': ['戏曲'], 'en_answers': ['chinese opera'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",CN
New-ch-64,"How many hours of classes do university students typically have per week in the UK? (Provide Arabic numerals (e.g., 1) only.)","How many hours of classes do university students typically have per week in UK? (Provide Arabic numerals (e.g., 1) only.)","[{'answers': ['15'], 'en_answers': ['15'], 'count': 1}, {'answers': ['25'], 'en_answers': ['25'], 'count': 1}, {'answers': ['30'], 'en_answers': ['30'], 'count': 1}, {'answers': ['5'], 'en_answers': ['5'], 'count': 1}, {'answers': ['7'], 'en_answers': ['7'], 'count': 1}]","{'idk': 2, 'no-answer': 1, 'not-applicable': 0}",GB
Ji-ko-41,درایران دانش‌آموزان در مدارس چه نوع کفش‌هایی به پا می‌کنند؟,What kind of shoes do students wear in schools in Iran?,"[{'answers': ['كتوني', 'کتانی', 'ورزشی'], 'en_answers': ['sneakers', 'sports shoes'], 'count': 4}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",IR
Ni-en-06,"From what age do people need to attend compulsory education in the UK? (Provide Arabic numerals (e.g., 12) only.)","From what age do people need to attend compulsory education in UK? (Provide Arabic numerals (e.g., 12) only.)","[{'answers': ['5'], 'en_answers': ['5'], 'count': 4}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",GB
Al-en-19,درایران یک زبان دوم محبوب برای دانش‌آموزان دبیرستانی چیست؟,What is a popular second language for high school students in Iran?,"[{'answers': ['انگلیسی'], 'en_answers': ['english'], 'count': 5}, {'answers': ['فرانسوی'], 'en_answers': ['french'], 'count': 1}]","{'idk': 0, 'no-answer': 0, 'not-applicable': 0}",IR
New-en-49,中国最有名的家族的名字？,What is the name of the most famous family in China?,"[{'answers': ['李嘉诚'], 'en_answers': ['li ka-shing'], 'count': 2}, {'answers': ['何鸿燊'], 'en_answers': ['stanley ho hung-sun', 'stanley ho', 'ho hung san, stanley'], 'count': 1}, {'answers': ['爱新觉罗'], 'en_answers': ['aisin gioro'], 'count': 1}]","{'no-answer': 1, 'idk': 0, 'not-applicable': 0}",CN
